Price;Neighbourhood Cleansed;City;Country;Property Type;Room Type;Accommodates;Bathrooms;Security Deposit;Cleaning Fee;Guests Included;Extra People;Availability 365;Review Scores Rating
39.0;Sol;Madrid;Spain;Apartment;Private room;2;1.0;;;1;25;32;
20.0;Delicias;Madrid;Spain;House;Private room;2;2.0;90.0;5.0;2;10;0;
65.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;15.0;1;0;43;89.0
100.0;Sol;Madrid;Spain;Apartment;Entire home/apt;5;1.0;150.0;20.0;4;15;0;93.0
90.0;Sol;Madrid;Spain;Apartment;Entire home/apt;10;1.5;200.0;16.0;4;15;260;80.0
25.0;Ciudad Jardín;Madrid;Spain;House;Private room;1;1.0;;5.0;1;20;307;
120.0;Midtown;New York;United States;Apartment;Entire home/apt;2;1.0;;70.0;1;0;251;95.0
795.0;78703;Austin;United States;House;Entire home/apt;6;2.0;;250.0;1;0;356;100.0
91.0;Nueva España;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;10;128;
146.0;l'Antiga Esquerra de l'Eixample;Barcelona;Spain;Apartment;Entire home/apt;4;1.0;200.0;70.0;1;40;4;100.0
16.0;Ventas;Madrid;Spain;Apartment;Private room;2;1.0;;;1;7;1;98.0
38.0;Imperial;Madrid;Spain;Apartment;Private room;2;1.0;;;1;5;342;90.0
99.0;Comillas;Madrid;Spain;Apartment;Entire home/apt;2;1.0;500.0;25.0;1;15;88;
33.0;Atocha;Madrid;Spain;Apartment;Private room;2;1.0;;12.0;2;0;53;100.0
17.0;Palacio;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;
12.0;Argüelles;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;
49.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;15.0;1;0;300;86.0
39.0;Prosperidad;Madrid;Spain;House;Private room;2;1.0;;;1;0;365;100.0
300.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;6;2.0;500.0;70.0;3;12;299;70.0
55.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;30.0;2;10;112;94.0
47.0;Goya;Madrid;Spain;House;Private room;1;1.0;;;1;0;174;
70.0;Argüelles;Madrid;Spain;Apartment;Entire home/apt;6;1.0;150.0;35.0;2;10;313;95.0
95.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;40.0;1;0;312;85.0
55.0;Universidad;Madrid;Spain;Loft;Entire home/apt;2;1.0;350.0;15.0;1;0;281;96.0
100.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;31;98.0
22.0;Argüelles;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;360;80.0
40.0;Universidad;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;81;
60.0;Frankfurter Allee Süd FK;Berlin;Germany;Apartment;Entire home/apt;4;1.0;;;1;0;0;93.0
90.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;5;1.0;200.0;30.0;4;14;148;
49.0;Recoletos;Madrid;Spain;Apartment;Private room;2;1.0;;;1;25;215;95.0
129.0;Argüelles;Madrid;Spain;Apartment;Entire home/apt;6;1.0;250.0;25.0;4;25;316;100.0
65.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;3;1.0;100.0;15.0;1;10;248;94.0
85.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;2;1.0;100.0;25.0;2;10;326;95.0
150.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;;1;0;324;98.0
190.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;9;2.5;200.0;;1;0;253;100.0
42.0;Castellana;Madrid;Spain;Apartment;Private room;1;1.0;188.0;23.0;1;19;106;
260.0;Recoletos;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;200.0;1;0;218;
85.0;Ciudad Universitaria;Chiva;Spain;House;Private room;16;;100.0;;16;20;0;
22.0;Trafalgar;Madrid;Spain;Apartment;Private room;1;1.0;;10.0;1;12;96;100.0
24.0;Forest;Forest;Belgium;Apartment;Private room;2;1.0;400.0;5.0;1;10;365;100.0
350.0;Canillas;Madrid;Spain;House;Entire home/apt;10;3.5;500.0;150.0;8;50;0;80.0
28.0;Guindalera;Madrid;Spain;Condominium;Private room;2;1.0;;5.0;1;0;27;92.0
72.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;15.0;1;0;307;96.0
29.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;100.0;10.0;1;10;0;87.0
30.0;Sant Pere, Santa Caterina i la Ribera;Barcelona;Spain;Apartment;Private room;2;1.0;100.0;20.0;1;20;258;100.0
23.0;Embajadores;Madrid;Spain;Apartment;Private room;1;1.5;;;1;0;166;83.0
30.0;Niño Jesús;Madrid;Spain;Condominium;Private room;1;1.0;;10.0;1;0;353;100.0
64.0;Tower Hamlets;London;United Kingdom;House;Private room;2;1.5;;28.0;2;29;334;
340.0;Recoletos;Madrid;Spain;Apartment;Entire home/apt;6;3.0;300.0;70.0;1;0;278;100.0
75.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;1;0;238;98.0
44.0;Universidad;Madrid;Spain;Apartment;Private room;2;1.0;100.0;5.0;1;10;7;97.0
39.0;Lambeth;London;United Kingdom;House;Private room;2;1.0;;;1;0;0;100.0
30.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;269;79.0
45.0;Berruguete;Madrid;Spain;Apartment;Private room;2;1.5;;;1;0;365;
110.0;Cortes;Madrid;Spain;House;Entire home/apt;4;2.0;;30.0;2;10;132;
65.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;300.0;30.0;2;10;336;93.0
50.0;San Juan Bautista;Madrid;Spain;Apartment;Private room;2;2.0;100.0;;1;0;317;100.0
35.0;Argüelles;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;
32.0;Cortes;Madrid;Spain;Apartment;Private room;1;3.0;;;1;0;311;
35.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;30.0;2;5;292;90.0
40.0;Casa de Campo;Madrid;Spain;Apartment;Private room;2;1.0;100.0;15.0;1;0;87;
680.0;Hispanoamérica;马德里;Spain;Apartment;Private room;2;1.0;;;1;0;365;
51.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;180.0;;2;15;92;96.0
60.0;Jerónimos;Madrid;Spain;Apartment;Entire home/apt;3;1.0;85.0;30.0;1;15;50;95.0
110.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;50.0;2;10;276;
42.0;Butarque;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;18;97.0
50.0;Almenara;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;;2;0;302;70.0
37.0;Goya;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;274;95.0
90.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;500.0;50.0;2;0;318;95.0
58.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;150.0;;2;7;238;84.0
21.0;Embajadores;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;19;
25.0;Tower Hamlets;London;United Kingdom;House;Private room;1;1.5;;;1;0;7;
45.0;Universidad;Madrid;Spain;Apartment;Private room;1;1.0;;5.0;1;15;0;100.0
29.0;Gaztambide;Madrid;Spain;Apartment;Private room;2;2.0;;;1;0;0;
180.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;8;2.0;;;1;0;297;100.0
90.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;40.0;2;10;328;60.0
31.0;Sol;Madrid;Spain;Apartment;Private room;1;3.0;200.0;30.0;1;0;281;
31.0;Sol;Madrid;Spain;Apartment;Private room;1;3.0;200.0;30.0;1;0;310;
240.0;Hôtel-de-Ville;Paris;France;Apartment;Entire home/apt;5;1.5;;;1;0;322;95.0
444.0;Frederiksberg;Frederiksberg;Denmark;Apartment;Entire home/apt;4;1.0;;223.0;2;112;0;96.0
10.0;Vista Alegre;Madrid;Spain;Apartment;Shared room;1;1.0;;5.0;1;0;63;93.0
60.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;7;1.5;100.0;70.0;1;0;151;100.0
45.0;Jerónimos;Madrid;Spain;House;Private room;1;2.0;;;1;0;364;
70.0;Palacio;Madrid;Spain;House;Entire home/apt;2;1.0;200.0;;2;30;281;95.0
10.0;Aluche;Madrid;Spain;Apartment;Shared room;1;1.0;;5.0;1;0;163;93.0
70.0;San Isidro;Madrid;Spain;House;Entire home/apt;5;1.0;150.0;40.0;4;5;65;89.0
80.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;10.0;1;10;4;93.0
35.0;Embajadores;Madrid;Spain;Apartment;Private room;2;2.0;;;1;25;357;98.0
32.0;Embajadores;Madrid;Spain;Apartment;Private room;2;2.0;;10.0;1;15;349;94.0
140.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;2.0;500.0;90.0;1;0;330;90.0
20.0;Buenavista;Madrid;Spain;House;Private room;2;1.5;;;1;0;171;90.0
50.0;Universidad;Madrid;Spain;Apartment;Private room;2;1.0;;10.0;1;10;353;
69.0;Lista;Madrid;Spain;Apartment;Entire home/apt;2;1.0;350.0;50.0;1;20;363;
105.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.5;175.0;35.0;4;35;203;97.0
65.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;30.0;4;10;155;67.0
90.0;Recoletos;Madrid;Spain;Apartment;Entire home/apt;4;1.0;300.0;40.0;2;25;287;92.0
145.0;Sol;Madrid;Spain;Apartment;Entire home/apt;6;2.0;;30.0;4;15;278;89.0
65.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;;2;15;10;96.0
85.0;Cuatro Caminos;Madrid;Spain;Apartment;Entire home/apt;6;1.0;150.0;30.0;4;20;51;100.0
13.0;Gaztambide;Madrid;Spain;Apartment;Private room;2;2.5;;;1;8;84;82.0
60.0;Puerta del Angel;Madrid;Spain;Apartment;Entire home/apt;10;1.5;;20.0;3;10;241;92.0
90.0;Argüelles;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;20.0;1;0;122;98.0
39.0;Palacio;Madrid;Spain;House;Private room;2;1.0;;15.0;1;0;104;93.0
123.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;400.0;;1;0;268;94.0
120.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;4;2.5;200.0;50.0;2;10;333;80.0
70.0;Son Servera;Son Servera;Spain;House;Entire home/apt;6;2.0;200.0;;1;0;229;96.0
40.0;Almagro;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;364;80.0
12.0;Hellín;Madrid;Spain;House;Shared room;2;2.0;100.0;30.0;3;10;351;
35.0;Universidad;Madrid;Spain;Apartment;Private room;3;1.0;;;1;20;327;96.0
40.0;Universidad;Madrid;Spain;Apartment;Private room;2;1.0;;10.0;1;15;304;99.0
37.0;Sol;Madrid;Spain;Apartment;Private room;1;3.0;200.0;30.0;1;0;281;
70.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;1;0;295;96.0
25.0;Delicias;Madrid;Spain;House;Private room;2;1.0;;;1;0;352;92.0
180.0;Recoletos;Madrid;Spain;Apartment;Entire home/apt;7;2.0;100.0;100.0;4;20;195;90.0
30.0;Concepción;Madrid;Spain;Apartment;Private room;2;1.0;300.0;;1;15;364;
45.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;91.0;10.0;1;0;246;100.0
150.0;Lista;Madrid;Spain;Apartment;Entire home/apt;5;2.0;200.0;42.0;4;15;170;
77.0;Canillas;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;;1;0;67;94.0
51.0;Palacio;Madrid;Spain;Condominium;Entire home/apt;2;1.0;;15.0;2;20;2;90.0
25.0;Palos de Moguer;Madrid;Spain;House;Private room;2;1.0;;;1;10;0;
65.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;2;10;66;90.0
55.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;2;15;290;92.0
20.0;Sol;Madrid;Spain;Apartment;Private room;3;2.0;;10.0;1;10;47;78.0
18.0;Universidad;Madrid;Spain;Apartment;Private room;1;1.0;95.0;15.0;1;10;34;
175.0;Mid-Wilshire;Los Angeles;United States;Apartment;Entire home/apt;6;1.0;;25.0;4;20;232;96.0
25.0;Prosperidad;Madrid;Spain;Other;Private room;1;1.5;;10.0;1;0;280;98.0
20.0;San Isidro;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;347;
202.0;Nueva España;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;200.0;1;0;364;
48.0;Hispanoamérica;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;45.0;1;0;334;93.0
48.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;90.0;15.0;1;0;89;89.0
82.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;;1;0;0;
70.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;25.0;4;20;304;100.0
62.0;Fuente del Berro;Madrid;Spain;House;Private room;2;2.0;;;1;0;179;
130.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;6;2.0;200.0;60.0;2;20;254;
30.0;Gaztambide;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;361;93.0
90.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;2.0;150.0;40.0;2;10;299;92.0
30.0;Palomeras Sureste;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;10.0;2;10;54;97.0
120.0;Goya;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;20.0;2;20;0;95.0
85.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;80.0;2;15;120;
23.0;Pacífico;Madrid;Spain;Apartment;Private room;1;1.0;;;1;18;293;93.0
120.0;Lista;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;14.0;1;0;275;93.0
67.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;5.0;1;0;280;93.0
50.0;Palacio;Madrid;Spain;Bed & Breakfast;Private room;2;2.0;;;1;0;365;
30.0;Los Rosales;Madrid;Spain;Apartment;Shared room;5;1.0;;;3;10;330;93.0
23.0;Puerta del Angel;Madrid;Spain;Apartment;Private room;2;1.0;;15.0;1;0;69;93.0
51.0;Imperial;Madrid;Spain;Apartment;Private room;3;1.0;99.0;10.0;1;0;72;88.0
20.0;Palacio;Madrid;Spain;Bed & Breakfast;Shared room;10;0.0;;;1;20;342;93.0
20.0;Aguilas;Madrid;Spain;Apartment;Private room;1;1.0;300.0;5.0;1;0;89;100.0
44.0;Arapiles;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;10.0;1;0;101;97.0
60.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;6;1.0;200.0;30.0;4;20;342;85.0
18.0;Concepción;Madrid;Spain;Condominium;Private room;2;1.0;;6.0;1;12;357;93.0
180.0;Sol;Madrid;Spain;Apartment;Entire home/apt;9;2.0;;;1;0;301;92.0
80.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;2;1.0;350.0;65.0;2;0;6;98.0
75.0;Sol;Madrid;Spain;Apartment;Entire home/apt;2;1.0;150.0;28.0;2;30;96;95.0
25.0;Marroquina;Madrid;Spain;Apartment;Private room;2;1.0;100.0;10.0;1;10;365;91.0
20.0;Pacífico;Madrid;Spain;Apartment;Private room;2;1.0;;;1;10;5;80.0
60.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;2;1.0;80.0;25.0;2;20;290;93.0
53.0;Ibiza;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;342;
45.0;Trafalgar;Madrid;Spain;Apartment;Private room;1;;;10.0;1;20;336;97.0
80.0;Casco Histórico de Vallecas;Madrid;Spain;Apartment;Private room;1;;;;1;0;365;
38.0;Almendrales;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;10.0;2;10;0;100.0
40.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;20.0;2;20;140;100.0
216.0;Recoletos;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;77.0;2;17;157;100.0
30.0;Canillejas;Madrid;Spain;Other;Private room;2;1.0;;;1;0;311;90.0
550.0;Palma de Mallorca;Palma;Spain;House;Entire home/apt;16;6.5;;150.0;15;30;181;100.0
28.0;Universidad;Madrid;Spain;Apartment;Private room;1;1.0;;;1;10;218;100.0
27.0;Palos de Moguer;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;75;99.0
35.0;El Viso;Madrid;Spain;Bed & Breakfast;Private room;2;1.0;;10.0;1;15;80;96.0
790.0;Algaida;Algaida;Spain;House;Entire home/apt;16;7.0;;150.0;1;0;261;100.0
90.0;Sol;Madrid;Spain;Apartment;Entire home/apt;5;2.0;;60.0;3;15;289;95.0
59.0;Sol;Madrid;Spain;Apartment;Entire home/apt;6;2.0;150.0;50.0;1;20;135;86.0
25.0;Pinar del Rey;Madrid;Spain;House;Private room;2;1.0;;;1;5;193;95.0
100.0;Castillejos;Madrid;Spain;Serviced apartment;Entire home/apt;2;1.0;300.0;30.0;2;15;78;
96.0;Islington;London;United Kingdom;Apartment;Entire home/apt;2;1.0;150.0;35.0;2;20;62;97.0
110.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;30.0;2;10;199;99.0
89.0;la Sagrada Família;Barcelona;Spain;Apartment;Entire home/apt;6;1.0;;;1;0;0;100.0
45.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;20.0;1;0;38;91.0
100.0;Castillejos;Madrid;Spain;Apartment;Entire home/apt;6;1.0;300.0;;4;20;272;98.0
50.0;Comillas;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;356;87.0
78.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;;1;0;0;
57.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;30.0;2;10;105;97.0
80.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;8;1.0;;50.0;2;20;96;90.0
80.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;3;1.0;150.0;30.0;2;15;189;96.0
45.0;San Isidro;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;25.0;1;35;171;
35.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;15.0;1;0;110;88.0
50.0;Palos de Moguer;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;1;12;27;88.0
100.0;Sóller;Port de Sóller;Spain;Apartment;Entire home/apt;6;2.0;200.0;40.0;4;5;104;91.0
30.0;Justicia;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;22;90.0
36.0;Sol;Madrid;Spain;Guesthouse;Private room;2;1.0;;;1;0;0;95.0
60.0;Comillas;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;25.0;3;10;150;93.0
32.0;Cortes;Madrid;Spain;Apartment;Private room;1;3.0;200.0;30.0;1;0;311;
50.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;2;1.0;100.0;24.0;1;0;146;92.0
170.0;Goya;Madrid;Spain;Apartment;Entire home/apt;5;2.0;200.0;60.0;3;0;283;97.0
35.0;Sant Martí de Provençals;Barcelona;Spain;House;Private room;2;1.0;;5.0;1;0;89;100.0
22.0;Ibiza;Madrid;Spain;Apartment;Private room;1;1.0;150.0;10.0;1;0;0;91.0
50.0;Delicias;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;;1;0;221;
50.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;30.0;1;0;326;93.0
40.0;Sol;Madrid;Spain;Apartment;Private room;2;2.0;;;1;10;0;90.0
60.0;Embajadores;Madrid;Spain;Condominium;Entire home/apt;2;1.0;;;1;0;73;95.0
39.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;351;96.0
45.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;253;92.0
65.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;2;15;139;98.0
25.0;Lucero;Madrid;Spain;House;Private room;2;1.0;;;1;0;174;
46.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;10.0;1;0;15;94.0
27.0;Embajadores;Madrid;Spain;Apartment;Private room;1;2.0;;15.0;1;5;274;
36.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;;15.0;1;10;248;94.0
45.0;Berruguete;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;97;100.0
130.0;Inca;Inca;Spain;House;Entire home/apt;10;3.0;;120.0;8;16;263;90.0
65.0;Comillas;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;;1;0;184;
65.0;Castilla;Madrid;Spain;Apartment;Entire home/apt;6;1.0;100.0;30.0;2;10;70;91.0
40.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;;5.0;1;0;77;100.0
65.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;25.0;2;15;126;95.0
60.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;10.0;2;15;8;75.0
130.0;Ibiza;Madrid;Spain;Apartment;Entire home/apt;5;2.0;300.0;30.0;1;0;101;100.0
43.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;25.0;1;0;18;85.0
25.0;Justicia;Madrid;Spain;Apartment;Private room;2;2.0;;;1;5;47;95.0
28.0;Embajadores;Madrid;Spain;Apartment;Private room;2;2.0;150.0;10.0;1;10;0;92.0
60.0;Justicia;Madrid;Spain;Apartment;Private room;2;2.0;;;1;10;311;99.0
95.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;35.0;5;0;277;97.0
125.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;1;0;44;
11.0;San Diego;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;28;86.0
30.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.5;;;1;15;221;
30.0;Cortes;Madrid;Spain;Apartment;Shared room;2;1.0;;;1;20;365;100.0
109.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;;3;0;338;100.0
79.0;Goya;Madrid;Spain;Loft;Entire home/apt;6;2.5;350.0;50.0;2;25;328;98.0
139.0;Sol;Madrid;Spain;Apartment;Entire home/apt;8;2.0;;39.0;4;19;132;92.0
50.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;6;1.0;150.0;;1;0;210;79.0
120.0;Sol;Madrid;Spain;Apartment;Entire home/apt;6;2.0;200.0;15.0;2;10;260;91.0
85.0;Fuente del Berro;Madrid;Spain;Apartment;Entire home/apt;2;2.0;100.0;;1;0;281;
135.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;8;1.0;300.0;45.0;6;6;132;91.0
30.0;Delicias;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;
49.0;Justicia;Madrid;Spain;Apartment;Private room;2;2.0;100.0;40.0;1;0;328;100.0
39.0;Palomas;Madrid;Spain;House;Entire home/apt;4;1.0;;;1;15;49;94.0
140.0;Sol;Madrid;Spain;Apartment;Entire home/apt;6;3.0;200.0;60.0;1;0;248;96.0
90.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;3;1.0;250.0;40.0;2;40;64;98.0
29.0;Pilar;Madrid;Spain;Apartment;Entire home/apt;3;1.0;100.0;30.0;1;10;139;80.0
60.0;Delicias;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;19;
95.0;la Sagrada Família;Barcelona;Spain;Apartment;Entire home/apt;4;1.0;250.0;20.0;2;15;275;87.0
140.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;3;2.0;400.0;60.0;1;0;328;96.0
48.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;1.0;150.0;20.0;1;0;323;92.0
105.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;2.0;300.0;30.0;2;0;147;94.0
49.0;Casco Histórico de Vallecas;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;359;
18.0;Universidad;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;282;100.0
125.0;Almagro;Madrid;Spain;Apartment;Entire home/apt;4;2.0;200.0;50.0;2;20;279;75.0
130.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;2.0;200.0;60.0;2;10;305;
50.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;2;8;338;91.0
46.0;Campamento;Madrid;Spain;Apartment;Entire home/apt;6;1.0;174.0;;3;13;232;93.0
25.0;Palomeras Bajas;Madrid;Spain;House;Private room;3;1.0;;;1;8;355;93.0
43.0;Palos de Moguer;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;2;10;174;90.0
15.0;Sol;Madrid;Spain;Apartment;Private room;2;2.0;;;1;0;0;
200.0;Palacio;Madrid;Spain;Apartment;Shared room;1;1.0;;;1;0;365;
100.0;Goya;Madrid;Spain;Apartment;Entire home/apt;4;2.0;100.0;30.0;5;30;9;100.0
74.0;Palos de Moguer;Madrid;Spain;Apartment;Entire home/apt;3;1.0;175.0;24.0;3;28;139;69.0
28.0;Argüelles;Madrid;Spain;Condominium;Entire home/apt;2;1.0;250.0;25.0;1;0;351;75.0
23.0;Universidad;Madrid;Spain;House;Shared room;1;1.0;;;1;0;8;
30.0;Universidad;Madrid;Spain;Apartment;Private room;1;1.0;200.0;30.0;1;0;285;
23.0;Embajadores;Madrid;Spain;Apartment;Private room;2;2.0;;15.0;1;5;281;
12.0;Los Rosales;villa verde bajo;Spain;Dorm;Shared room;2;1.5;;;1;10;335;83.0
20.0;Embajadores;Madrid;Spain;Apartment;Private room;2;3.0;;;1;0;281;
81.0;Argüelles;Madrid;Spain;Apartment;Entire home/apt;6;1.0;250.0;15.0;2;10;150;92.0
130.0;Giudecca;Venezia;Italy;Apartment;Entire home/apt;4;1.0;;20.0;2;25;289;99.0
27.0;Pinar del Rey;Madrid;Spain;Condominium;Private room;2;2.0;;;1;27;364;100.0
25.0;Valdefuentes;Madrid;Spain;Apartment;Private room;2;2.0;;10.0;1;10;342;98.0
29.0;Ibiza;Madrid;Spain;Apartment;Private room;2;1.0;;;1;7;68;100.0
64.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;30.0;2;10;24;96.0
10.0;Vista Alegre;Madrid;Spain;Apartment;Shared room;1;1.0;;5.0;1;10;135;92.0
49.0;Annex;Toronto;Canada;House;Private room;1;1.5;250.0;50.0;1;0;314;99.0
75.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;35.0;1;0;22;93.0
20.0;el Camp d'en Grassot i Gràcia Nova;Barcelona;Spain;Apartment;Private room;2;1.5;;;1;10;0;
68.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;30.0;2;5;122;93.0
29.0;Delicias;Madrid;Spain;Apartment;Private room;4;1.5;150.0;15.0;1;15;364;
50.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;25.0;1;0;318;83.0
80.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;16;2.0;300.0;60.0;2;20;329;80.0
25.0;Universidad;Madrid;Spain;Apartment;Private room;2;2.0;;;1;0;337;
30.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;4;1.0;80.0;30.0;1;0;0;99.0
65.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;2;10;71;93.0
