Price;Neighbourhood Cleansed;City;Country;Property Type;Room Type;Accommodates;Bathrooms;Security Deposit;Cleaning Fee;Guests Included;Extra People;Amenities;Availability 365;Review Scores Rating
49.0;Atocha;Madrid;Spain;Apartment;Entire home/apt;3;1.0;150.0;18.0;2;12;0;271;91.0
60.0;Palomeras Bajas;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;1;0;0;108;
65.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;25.0;1;0;0;66;99.0
42.0;Cortes;Madrid;Spain;Apartment;Private room;6;1.0;;;2;15;0;356;77.0
70.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;30.0;1;15;0;249;
14.0;Vista Alegre;Madrid;Spain;House;Private room;1;1.0;;;1;0;0;181;
20.0;Vista Alegre;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;364;85.0
18.0;Pueblo Nuevo;Madrid;Spain;Apartment;Private room;1;1.0;;;1;12;0;359;100.0
27.0;Jerónimos;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;291;93.0
55.0;Justicia;Madrid;Spain;Apartment;Private room;2;1.0;;;1;30;0;364;80.0
70.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;2;10;0;283;91.0
18.0;Pinar del Rey;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;176;95.0
72.0;Rios Rosas;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;36.0;1;0;0;2;100.0
30.0;Legazpi;Madrid;Spain;Apartment;Private room;2;2.0;;;1;0;1;0;
130.0;Sol;Madrid;Spain;Apartment;Entire home/apt;8;2.0;;30.0;6;15;0;265;91.0
25.0;Delicias;Madrid;Spain;Apartment;Private room;2;1.0;;;1;5;0;253;95.0
47.0;Justicia;Madrid;Spain;Condominium;Entire home/apt;4;1.0;;20.0;2;10;0;341;91.0
68.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;5;1.0;100.0;30.0;2;14;0;329;95.0
32.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;287;86.0
180.0;Goya;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;77.0;2;17;0;216;100.0
60.0;Comillas;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;338;94.0
37.0;Sol;Madrid;Spain;Apartment;Private room;2;1.0;;;1;23;0;16;
190.0;Embajadores;Madrid;Spain;Condominium;Entire home/apt;6;2.0;;40.0;1;0;0;95;90.0
22.0;Argüelles;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;362;80.0
62.0;Rios Rosas;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;269;80.0
52.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;15.0;2;10;0;239;88.0
66.0;Lista;Madrid;Spain;Apartment;Entire home/apt;2;1.0;100.0;60.0;1;0;0;140;90.0
90.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;35.0;2;15;0;107;80.0
150.0;Panthéon;Paris;France;Apartment;Entire home/apt;4;1.0;400.0;80.0;2;15;0;316;93.0
35.0;Pacífico;Madrid;Spain;Bed & Breakfast;Private room;2;2.0;;25.0;1;15;0;365;80.0
24.0;Embajadores;Madrid;Spain;Apartment;Private room;2;2.0;;10.0;1;15;0;326;94.0
110.0;Hispanoamérica;Madrid;Spain;Other;Entire home/apt;6;1.5;;50.0;4;10;0;277;96.0
23.0;Argüelles;Madrid;Spain;Apartment;Private room;11;3.0;88.0;20.0;1;22;0;361;77.0
75.0;Palos de Moguer;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;40.0;3;0;1;306;100.0
42.0;Sol;Madrid;Spain;Guesthouse;Private room;2;1.0;;;1;0;0;0;98.0
112.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;250.0;15.0;2;5;0;248;99.0
100.0;Arapiles;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;342;
43.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;30.0;1;0;0;342;
310.0;Goya;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;250.0;1;0;0;364;
35.0;Palos de Moguer;Madrid;Spain;House;Private room;2;1.5;;5.0;1;10;0;343;88.0
65.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;90.0;;1;0;0;160;96.0
70.0;Lista;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;308;100.0
130.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;4;0;0;12;92.0
59.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;;2;15;0;310;95.0
65.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;1.0;200.0;32.0;2;11;0;290;90.0
20.0;Portazgo;Madrid;Spain;House;Private room;6;2.0;;20.0;1;15;0;199;100.0
50.0;Adelfas;Madrid;Spain;Apartment;Entire home/apt;2;1.0;100.0;15.0;1;0;0;25;95.0
80.0;Prosperidad;Madrid;Spain;Apartment;Entire home/apt;4;2.0;300.0;30.0;3;6;0;364;
45.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;351;80.0
60.0;Ses Salines;Colònia de Sant Jordi;Spain;Apartment;Entire home/apt;6;2.0;300.0;70.0;4;10;0;334;
92.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;7;1.0;200.0;;2;10;0;288;80.0
59.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;120.0;35.0;2;15;0;224;97.0
168.0;Numancia;Madrid;Spain;Apartment;Private room;12;1.0;;;1;10;0;362;
60.0;Gaztambide;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;20.0;2;5;0;0;93.0
400.0;Palma de Mallorca;Palma;Spain;Apartment;Private room;2;1.0;;;1;0;0;365;
24.0;Prosperidad;Madrid;Spain;Apartment;Private room;2;1.0;;8.0;1;10;0;71;97.0
70.0;Atocha;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;43;
75.0;Calvià;Torrenova;Spain;Apartment;Entire home/apt;3;1.0;100.0;95.0;2;10;0;312;
54.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;30.0;1;0;0;0;90.0
89.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.5;100.0;35.0;2;15;0;285;98.0
40.0;Embajadores;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;0;80.0
105.0;Puerta del Angel;Madrid;Spain;Condominium;Entire home/apt;6;1.0;;50.0;4;18;0;69;91.0
45.0;Cármenes;Madrid;Spain;Apartment;Entire home/apt;6;2.0;;;2;15;0;201;
21.0;Peñagrande;Madrid;Spain;House;Private room;1;1.0;100.0;;1;0;0;249;93.0
79.0;Sol;Madrid;Spain;Apartment;Entire home/apt;5;1.0;175.0;25.0;2;17;0;261;93.0
59.0;Jerónimos;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;35.0;1;10;0;108;88.0
95.0;Argüelles;Madrid;Spain;Apartment;Entire home/apt;4;1.0;450.0;50.0;2;20;0;290;99.0
99.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;;1;0;0;337;
17.0;Chopera;Madrid;Spain;Bed & Breakfast;Private room;4;2.0;;10.0;1;15;0;85;88.0
110.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;;2;20;0;258;94.0
110.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;30.0;2;20;0;309;
145.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;105.0;2;0;0;4;96.0
70.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;2;10;0;268;92.0
60.0;Berruguete;Madrid;Spain;Apartment;Entire home/apt;3;1.0;300.0;;2;15;0;346;97.0
55.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;25.0;2;5;0;296;90.0
59.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;;2;15;0;295;88.0
55.0;Tempelhofer Vorstadt;Berlin;Germany;Apartment;Entire home/apt;2;1.0;;;1;0;0;0;
45.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;3;1.0;150.0;20.0;2;15;0;304;95.0
40.0;Goya;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;15.0;2;15;0;285;92.0
55.0;Castellana;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;;3;20;0;227;85.0
95.0;Justicia;Madrid;Spain;House;Entire home/apt;6;2.0;200.0;50.0;2;15;0;328;100.0
49.0;Palma de Mallorca;Palma;Spain;Apartment;Entire home/apt;2;1.0;100.0;75.0;1;0;0;318;73.0
110.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;8;2.0;150.0;50.0;5;0;0;118;95.0
15.0;Cármenes;Madrid;Spain;Apartment;Private room;1;1.0;85.0;15.0;1;10;0;89;100.0
23.0;San Fermín;Madrid;Spain;Apartment;Private room;1;1.0;200.0;;1;0;0;244;93.0
35.0;Sol;Madrid;Spain;Bed & Breakfast;Private room;2;1.0;;;1;15;0;324;94.0
85.0;Palma de Mallorca;Can Pastilla;Spain;Apartment;Entire home/apt;6;1.0;150.0;70.0;2;7;0;207;98.0
80.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;3;1.0;150.0;;1;0;0;254;96.0
68.0;Almagro;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;2;10;0;306;89.0
195.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;6;2.0;200.0;30.0;6;35;0;122;
107.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;6;2.0;200.0;35.0;5;25;0;212;98.0
100.0;Sol;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;30.0;1;0;0;115;96.0
230.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;5;1.0;469.0;174.0;2;14;0;327;96.0
59.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;25.0;2;18;0;278;97.0
89.0;Sol;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;287;93.0
119.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;7;2.0;200.0;65.0;2;10;0;40;90.0
25.0;VIII Appia Antica;Roma;Italy;Apartment;Private room;3;1.0;100.0;15.0;1;15;0;107;95.0
20.0;Almendrales;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;148;60.0
70.0;Fuente del Berro;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;30.0;1;0;0;277;80.0
;Indre By;Copenhagen;Denmark;Apartment;Entire home/apt;5;1.0;;;1;0;0;270;99.0
63.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;;2;10;0;293;95.0
32.0;Castellana;Madrid;Spain;Apartment;Private room;2;1.0;;5.0;1;5;0;135;97.0
38.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;263;84.0
44.0;Nueva España;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;5.0;2;15;0;2;90.0
20.0;Universidad;Madrid;Spain;Apartment;Private room;2;1.0;;;1;8;0;280;
95.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;1;10;0;228;
60.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;2;0;0;191;92.0
45.0;Cuatro Caminos;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;20.0;2;15;0;92;99.0
40.0;Cortes;Madrid;Spain;Apartment;Private room;2;1.0;;20.0;2;0;0;263;96.0
72.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;3;1.0;198.0;65.0;2;0;0;41;97.0
27.0;Canillas;Madrid;Spain;Apartment;Private room;2;2.0;;;1;27;0;337;95.0
120.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;6;2.0;250.0;36.0;4;15;0;94;98.0
14.0;Puerta Bonita;Madrid;Spain;House;Private room;1;1.0;200.0;;1;12;0;169;
23.0;Cortes;Madrid;Spain;Apartment;Private room;1;1.0;120.0;;1;0;0;157;89.0
19.0;Orcasur;Madrid;Spain;Apartment;Private room;2;2.0;;5.0;1;6;0;22;93.0
75.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;;2;10;0;245;
180.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;8;1.5;200.0;80.0;4;20;0;350;75.0
23.0;Embajadores;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;1;77;
50.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;20.0;1;0;0;335;83.0
33.0;Palos de Moguer;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;45;97.0
55.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;2;10;0;334;85.0
26.0;Guindalera;Madrid;Spain;Apartment;Private room;2;1.0;;;1;20;0;340;70.0
95.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;40.0;2;10;0;250;97.0
55.0;Embajadores;Madrid;Spain;Condominium;Entire home/apt;2;1.0;;18.0;1;20;0;78;100.0
18.0;Palacio;Madrid;Spain;Apartment;Private room;2;4.0;;15.0;1;5;0;68;20.0
80.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;50.0;4;12;0;314;99.0
94.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;8;1.0;;30.0;2;20;0;75;88.0
65.0;Rejas;Madrid;Spain;Condominium;Entire home/apt;2;1.0;;;1;0;1;326;84.0
20.0;Jerónimos;Madrid;Spain;Apartment;Private room;1;2.0;;;1;0;0;207;90.0
80.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;6;1.0;200.0;60.0;2;15;0;306;76.0
89.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;1;0;0;333;
50.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;120.0;;1;0;0;0;91.0
60.0;Sol;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;7.0;1;0;0;323;86.0
54.0;San Diego;Madrid;Spain;Condominium;Entire home/apt;3;1.0;;;2;27;0;172;96.0
26.0;Universidad;Madrid;Spain;Apartment;Private room;1;1.0;100.0;8.0;1;0;0;290;89.0
16.0;Ventas;Madrid;Spain;Other;Private room;1;1.0;100.0;20.0;1;10;0;300;100.0
40.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;62;82.0
80.0;Recoletos;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;30.0;1;10;0;44;
80.0;Prosperidad;Madrid;Spain;Loft;Entire home/apt;2;1.0;;15.0;1;0;0;341;100.0
42.0;La Paz;Madrid;Spain;Condominium;Private room;2;1.0;200.0;25.0;1;0;0;364;100.0
43.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;25.0;2;0;0;279;84.0
406.0;Cuatro Caminos;马德里;Spain;House;Private room;2;1.0;;;1;0;0;365;
40.0;Castellana;Madrid;Spain;House;Private room;2;1.5;;;1;25;0;306;100.0
83.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;5;1.0;100.0;20.0;4;15;0;125;90.0
20.0;Numancia;Madrid;Spain;Other;Private room;1;1.0;;5.0;1;0;0;90;
35.0;Universidad;Madrid;Spain;Dorm;Private room;1;1.0;;10.0;1;0;0;0;80.0
20.0;Puerta del Angel;Madrid;Spain;Apartment;Private room;6;2.0;;12.0;1;15;0;347;85.0
95.0;Argüelles;Madrid;Spain;Apartment;Entire home/apt;3;1.0;200.0;5.0;3;0;0;72;
60.0;Arapiles;Madrid;Spain;Apartment;Private room;2;2.0;;;1;20;0;365;90.0
25.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;;;1;15;0;144;100.0
22.0;Casco Histórico de Vallecas;Madrid;Spain;House;Private room;2;1.0;;;1;15;0;0;90.0
140.0;Alcúdia;Alcúdia;Spain;House;Entire home/apt;8;4.0;;;6;20;0;289;80.0
60.0;Gaztambide;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;30.0;2;15;0;298;87.0
85.0;Pacífico;Madrid;Spain;Apartment;Entire home/apt;5;1.0;100.0;35.0;4;10;0;276;97.0
100.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;2;20;0;362;84.0
90.0;Goya;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;40.0;1;0;0;253;98.0
65.0;San Diego;Madrid;Spain;House;Private room;3;2.0;;;1;15;0;365;100.0
47.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;3;1.0;85.0;20.0;2;10;0;332;88.0
55.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;25.0;2;15;0;0;
25.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;;15.0;1;5;0;311;60.0
85.0;Buenavista;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;;1;0;0;333;92.0
89.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;1;0;0;324;
30.0;Lista;Madrid;Spain;Apartment;Private room;2;1.0;100.0;;1;15;0;161;99.0
42.0;Cortes;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;365;85.0
30.0;Jerónimos;Madrid;Spain;Bed & Breakfast;Private room;2;2.0;;;1;0;0;97;100.0
18.0;Justicia;Madrid;Spain;Dorm;Shared room;6;2.0;;;1;18;0;361;70.0
49.0;Observatoire;Paris;France;Apartment;Entire home/apt;2;1.0;;15.0;1;0;0;0;88.0
37.0;Guindalera;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;127;92.0
435.0;Calvià;Santa Ponsa;Spain;Villa;Entire home/apt;15;6.5;;;1;0;0;195;97.0
225.0;Petra;Petra;Spain;House;Entire home/apt;9;5.0;;;1;0;0;294;93.0
80.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;1;1.0;;5.0;1;0;0;67;
31.0;Embajadores;Madrid;Spain;Apartment;Private room;2;0.0;;7.0;1;5;0;177;92.0
40.0;Prosperidad;Madrid;Spain;Apartment;Private room;2;2.0;100.0;15.0;1;21;0;340;95.0
40.0;Universidad;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;365;100.0
30.0;Sol;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;305;88.0
105.0;Selva;Biniamar;Spain;House;Entire home/apt;6;3.0;;80.0;1;0;1;210;80.0
90.0;Delicias;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;35.0;4;25;0;313;100.0
98.0;Recoletos;Madrid;Spain;House;Entire home/apt;4;1.0;;40.0;1;0;0;343;92.0
20.0;Peñagrande;Madrid;Spain;Apartment;Private room;1;2.0;;;1;0;0;328;100.0
127.0;Alcúdia;Alcudia;Spain;House;Entire home/apt;8;4.0;;;1;0;0;289;
63.0;Legazpi;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;35.0;2;15;1;286;95.0
55.0;West Town;Chicago;United States;House;Private room;2;1.0;100.0;15.0;1;12;0;68;99.0
80.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;;1;0;0;190;96.0
89.0;Numancia;Madrid;Spain;Apartment;Entire home/apt;8;1.0;;26.0;4;15;0;343;88.0
40.0;Goya;Madrid;Spain;Apartment;Private room;1;1.0;150.0;25.0;1;25;0;365;100.0
45.0;Ibiza;Madrid;Spain;Apartment;Private room;2;1.0;;;1;15;0;0;100.0
126.0;Zuid;Amsterdam;Netherlands;House;Entire home/apt;3;1.0;250.0;20.0;1;0;0;0;100.0
55.0;Timón;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;10.0;2;5;0;336;83.0
35.0;Puerta del Angel;Madrid;Spain;Apartment;Private room;2;1.0;;10.0;1;15;0;176;
28.0;Quintana;Madrid;Spain;Apartment;Private room;2;1.0;;10.0;1;5;0;365;
95.0;Castilla;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;40.0;1;0;1;365;100.0
65.0;Castillejos;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;1;0;1;1;93.0
20.0;Cuatro Caminos;Madrid;Spain;Apartment;Private room;2;1.0;;;1;5;0;331;88.0
20.0;Aguilas;Madrid;Spain;House;Private room;1;1.0;;;1;0;0;177;87.0
90.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;1;0;0;311;84.0
45.0;Universidad;Madrid;Spain;Loft;Entire home/apt;3;1.0;100.0;25.0;2;15;0;64;96.0
85.0;Puerta Bonita;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;45.0;2;0;0;326;88.0
69.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;30.0;2;20;0;296;94.0
50.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;85.0;20.0;1;0;0;57;100.0
19.0;Chopera;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;363;
64.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;140.0;;2;15;0;46;90.0
109.0;Midtown;New York;United States;Apartment;Private room;2;2.0;;27.0;1;33;0;0;100.0
65.0;Almenara;Madrid;Spain;Apartment;Entire home/apt;5;1.0;150.0;;1;0;0;0;
19.0;Comillas;Madrid;Spain;House;Private room;1;1.0;100.0;10.0;1;10;0;365;
49.0;Vallehermoso;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;30.0;1;0;0;357;50.0
70.0;Cuatro Caminos;Madrid;Spain;Other;Entire home/apt;4;1.0;150.0;30.0;4;10;0;68;60.0
60.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;1;0;0;301;95.0
47.0;Puerta del Angel;Madrid;Spain;Apartment;Entire home/apt;6;1.0;150.0;120.0;2;5;0;338;40.0
69.0;Comillas;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;3;15;0;296;93.0
65.0;Rios Rosas;Madrid;Spain;Apartment;Entire home/apt;4;1.0;95.0;;2;10;0;265;95.0
70.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;3;1.0;150.0;15.0;1;15;0;96;
75.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;175.0;20.0;2;15;0;297;100.0
32.0;Justicia;Madrid;Spain;Apartment;Private room;2;1.0;;11.0;1;10;0;55;92.0
50.0;Goya;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;30.0;1;0;0;310;
20.0;Sol;Madrid;Spain;Apartment;Private room;2;2.0;;15.0;1;5;0;300;
150.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;6;3.0;300.0;50.0;1;0;0;178;100.0
160.0;Sol;Madrid;Spain;Apartment;Entire home/apt;6;1.0;200.0;30.0;4;20;0;313;95.0
35.0;Embajadores;Madrid;Spain;Apartment;Private room;2;;;5.0;1;0;0;318;91.0
100.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;1;0;0;17;
30.0;Justicia;Madrid;Spain;Apartment;Private room;3;4.5;;10.0;2;10;0;42;100.0
45.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;2;1.0;300.0;25.0;2;15;0;319;88.0
60.0;Valdezarza;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;1;0;0;0;87.0
90.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;5;1.0;200.0;42.0;1;0;0;109;97.0
25.0;Universidad;Madrid;Spain;Apartment;Shared room;2;1.0;100.0;10.0;1;13;0;76;95.0
40.0;Palacio;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;343;96.0
48.0;Kensington and Chelsea;London;United Kingdom;House;Private room;2;1.0;300.0;;1;0;0;0;
22.0;Rios Rosas;Madrid;Spain;Apartment;Private room;1;2.0;;;1;0;0;97;100.0
23.0;Trafalgar;Madrid;Spain;Apartment;Private room;2;1.0;85.0;15.0;1;20;0;354;87.0
18.0;Justicia;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;162;
125.0;Sol;Madrid;Spain;Apartment;Entire home/apt;6;2.0;150.0;;1;0;0;314;89.0
60.0;Comillas;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;25.0;3;10;0;150;93.0
55.0;Cuatro Caminos;Madrid;Spain;Other;Private room;1;1.0;;10.0;1;0;0;42;80.0
80.0;Waverley;Bondi Beach;Australia;Apartment;Private room;2;1.0;;;1;0;0;43;
20.0;Cortes;Madrid;Spain;Apartment;Private room;5;1.0;;12.0;1;15;0;343;73.0
95.0;Valverde;Madrid;Spain;Condominium;Entire home/apt;5;1.0;;20.0;4;0;0;296;92.0
53.0;San Cristobal;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;20.0;1;0;0;107;95.0
30.0;Santa Eugenia;Madrid;Spain;Guesthouse;Private room;2;1.0;;;1;0;0;363;
50.0;Recoletos;Madrid;Spain;Apartment;Private room;2;1.0;;20.0;1;20;0;364;93.0
60.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;3;1.0;100.0;30.0;2;18;0;203;99.0
35.0;Universidad;Madrid;Spain;Apartment;Private room;1;1.0;;11.0;1;0;0;365;
75.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;130.0;20.0;1;0;0;70;100.0
25.0;Pinar del Rey;Madrid;Spain;Apartment;Private room;2;1.0;;;1;12;0;148;
40.0;Acacias;Madrid;Spain;House;Private room;1;;;;1;0;0;365;90.0
56.0;Berruguete;Madrid;Spain;Loft;Entire home/apt;4;2.0;100.0;30.0;2;15;0;339;98.0
60.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;300.0;30.0;2;10;0;289;93.0
23.0;Lista;Madrid;Spain;House;Private room;1;1.0;;;1;0;0;216;92.0
11.0;Los Rosales;Madrid;Spain;Apartment;Shared room;1;1.0;;;1;10;0;339;86.0
24.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;;;1;10;0;137;97.0
48.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;100.0;5.0;1;0;0;288;90.0
120.0;Recoletos;Madrid;Spain;Apartment;Entire home/apt;4;2.0;120.0;100.0;1;0;0;307;100.0
30.0;Castellana;Madrid;Spain;Apartment;Private room;1;2.0;;;1;0;0;361;98.0
48.0;Castellana;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;175;
20.0;Valdefuentes;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;350;94.0
30.0;Embajadores;Madrid;Spain;Apartment;Private room;3;1.0;;;1;15;0;64;86.0
49.0;Almagro;Madrid;Spain;Apartment;Private room;1;1.0;200.0;15.0;1;35;0;305;98.0
199.0;Sol;Madrid;Spain;Apartment;Entire home/apt;6;2.0;350.0;60.0;2;30;0;276;96.0
25.0;Jerónimos;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;70;86.0
38.0;Valdeacederas;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;80.0;2;5;0;249;87.0
172.0;Westerpark;Amsterdam;Netherlands;Apartment;Entire home/apt;3;1.0;500.0;50.0;2;50;0;147;100.0
43.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;25.0;1;0;0;320;80.0
55.0;Felanitx;Cala Ferrera;Spain;Apartment;Entire home/apt;4;1.0;;30.0;1;0;1;238;92.0
95.0;Justicia;Madrid;Spain;Loft;Entire home/apt;3;1.0;200.0;20.0;2;0;0;209;83.0
38.0;Universidad;Madrid;Spain;Apartment;Private room;2;1.0;;7.0;1;0;0;0;100.0
55.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;30.0;2;10;0;115;94.0
