Price;Neighbourhood Cleansed;City;Country;Property Type;Room Type;Accommodates;Bathrooms;Security Deposit;Cleaning Fee;Guests Included;Extra People;Amenities;Availability 365;Review Scores Rating
49.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;35.0;1;15;0;331;100.0
110.0;Acacias;Madrid;Spain;Apartment;Entire home/apt;7;2.0;200.0;25.0;4;7;0;295;96.0
44.0;Palacio;Madrid;Spain;Loft;Entire home/apt;1;1.0;;;1;0;0;3;
155.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;5;1.0;600.0;;1;0;0;365;
20.0;Orcasur;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;16;83.0
60.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;30.0;1;0;0;329;100.0
35.0;Trafalgar;Madrid;Spain;Apartment;Private room;2;1.0;;14.0;1;11;0;345;95.0
65.0;Pollença;Port de Pollença;Spain;Apartment;Entire home/apt;7;1.0;;;1;0;1;237;93.0
18.0;Trafalgar;Madrid;Spain;Loft;Shared room;1;1.0;;;1;0;0;0;98.0
40.0;Valdefuentes;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;329;89.0
115.0;Goya;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;30.0;4;0;0;31;
26.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;;;1;8;0;122;91.0
25.0;Valdefuentes;Madrid;Spain;Bed & Breakfast;Private room;2;1.0;;;1;25;1;0;88.0
229.0;Sol;Madrid;Spain;Apartment;Entire home/apt;7;3.0;350.0;30.0;1;0;0;295;96.0
58.0;Delicias;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;;3;10;0;314;89.0
100.0;Sol;Madrid;Spain;Bed & Breakfast;Private room;4;1.0;;;1;0;0;280;100.0
21.0;Chopera;Madrid;Spain;Apartment;Private room;1;1.0;94.0;;1;0;0;117;97.0
17.0;Castillejos;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;269;97.0
25.0;Puerta del Angel;Madrid;Spain;Apartment;Private room;1;1.0;;;1;25;0;91;100.0
65.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;90.0;15.0;2;0;0;300;96.0
207.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;8;2.0;150.0;30.0;4;10;0;276;97.0
85.0;Goya;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;36.0;2;15;0;288;92.0
95.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;;1;0;0;137;
15.0;Delicias;Madrid;Spain;Apartment;Private room;1;2.0;;;1;5;0;199;96.0
50.0;Arapiles;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;132;70.0
65.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;3;1.0;117.0;41.0;1;0;0;58;
48.0;Cortes;Madrid;Spain;Apartment;Private room;2;1.0;;20.0;1;0;0;170;
20.0;Simancas;Madrid;Spain;Apartment;Private room;1;2.0;100.0;10.0;1;0;0;330;60.0
59.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;18.0;2;18;0;158;90.0
65.0;Valverde;Madrid;Spain;Apartment;Entire home/apt;3;1.0;250.0;25.0;1;0;0;89;87.0
130.0;Universidad;Madrid;Spain;Loft;Entire home/apt;4;1.0;100.0;25.0;2;25;0;70;
35.0;Arapiles;Madrid;Spain;Apartment;Private room;2;1.0;;;1;10;0;270;100.0
70.0;Recoletos;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;1;0;0;0;
60.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;36;86.0
39.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;100.0;20.0;1;0;0;100;97.0
45.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;10.0;1;0;0;315;78.0
150.0;Cortes;Madrid;Spain;House;Entire home/apt;6;4.0;;20.0;7;20;0;168;84.0
30.0;Palacio;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;253;87.0
24.0;Universidad;Madrid;Spain;Apartment;Private room;2;2.0;90.0;;1;0;0;5;89.0
149.0;el Camp d'en Grassot i Gràcia Nova;Barcelona;Spain;Apartment;Entire home/apt;4;2.0;;60.0;1;0;0;7;
32.0;Cortes;Madrid;Spain;Apartment;Private room;2;2.0;94.0;12.0;1;0;0;123;96.0
120.0;Argüelles;Madrid;Spain;Apartment;Entire home/apt;6;2.0;;;1;0;0;341;88.0
45.0;Palacio;Madrid;Spain;Apartment;Private room;2;2.0;;10.0;1;0;0;270;93.0
120.0;Nueva España;Madrid;Spain;Apartment;Entire home/apt;7;3.0;;;1;0;0;0;
50.0;Justicia;Madrid;Spain;House;Private room;2;1.0;;;1;0;0;301;98.0
35.0;Universidad;Madrid;Spain;Apartment;Private room;2;1.0;;5.0;1;0;0;0;
29.0;Costillares;Madrid;Spain;House;Private room;1;1.0;;;1;0;0;365;
49.0;Imperial;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;30.0;2;12;0;335;
40.0;Gaztambide;Madrid;Spain;Condominium;Private room;2;1.0;;;1;0;0;329;100.0
25.0;Sol;Madrid;Spain;Apartment;Private room;2;3.0;;15.0;1;5;0;92;
69.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;1;0;0;291;95.0
50.0;Rejas;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;15.0;1;0;1;0;94.0
55.0;Tower Hamlets;Londres;United Kingdom;House;Private room;1;1.5;;;1;0;0;0;100.0
27.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;1;1.0;;;1;0;0;274;93.0
65.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;7.0;2;7;0;305;95.0
80.0;Embajadores;Madrid;Spain;Loft;Entire home/apt;4;1.0;;20.0;2;0;0;111;97.0
65.0;Argüelles;Madrid;Spain;Apartment;Entire home/apt;5;;150.0;30.0;2;10;0;341;78.0
13.0;Simancas;Madrid;Spain;Apartment;Private room;1;1.0;;;1;8;0;356;
43.0;Chopera;Madrid;Spain;House;Private room;2;1.0;;;1;0;0;365;80.0
67.0;Hispanoamérica;Madrid;Spain;Apartment;Entire home/apt;4;1.0;85.0;10.0;1;0;0;63;80.0
19.0;Legazpi;Madrid;Spain;Apartment;Shared room;2;1.0;;;1;0;0;55;
60.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;1.0;200.0;20.0;1;0;0;139;97.0
30.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;20.0;1;0;0;54;100.0
72.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;40.0;2;15;0;344;96.0
25.0;Imperial;Madrid;Spain;Apartment;Private room;2;1.0;;;1;10;0;261;88.0
65.0;Ciudad Universitaria;Madrid;Spain;Condominium;Entire home/apt;2;1.0;;;1;0;0;285;100.0
45.0;Almagro;Madrid;Spain;Bed & Breakfast;Private room;2;6.0;85.0;;1;45;0;98;
50.0;Cortes;Madrid;Spain;Loft;Entire home/apt;3;1.0;800.0;50.0;1;0;0;277;100.0
99.0;Neubau;Wien;Austria;Apartment;Entire home/apt;6;1.5;;35.0;1;15;0;298;92.0
41.0;Valdefuentes;Madrid;Spain;Apartment;Entire home/apt;3;2.0;300.0;30.0;1;5;1;36;96.0
120.0;Hispanoamérica;Madrid;Spain;Apartment;Entire home/apt;4;2.0;150.0;30.0;2;0;0;78;
25.0;Fuente del Berro;Madrid;Spain;House;Private room;2;1.0;100.0;25.0;1;25;0;365;90.0
285.0;Búger;Búger;Spain;House;Entire home/apt;16;5.0;;;12;22;0;177;
52.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;15.0;2;10;0;3;94.0
29.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;75;90.0
35.0;Guindalera;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;44;100.0
95.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;2;20;0;332;
40.0;Universidad;Madrid;Spain;Apartment;Private room;2;2.0;;;1;0;0;43;95.0
81.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;32.0;2;11;0;300;83.0
105.0;Niño Jesús;Madrid;Spain;Bed & Breakfast;Private room;5;2.0;;;1;0;0;86;100.0
85.0;Sol;Madrid;Spain;Apartment;Entire home/apt;6;1.0;150.0;30.0;2;10;0;298;96.0
30.0;Palacio;Madrid;Spain;Apartment;Private room;1;1.0;;9.0;1;0;0;30;98.0
17.0;Palacio;Madrid;Spain;Apartment;Private room;2;2.0;90.0;;1;10;0;0;82.0
26.0;Pueblo Nuevo;Madrid;Spain;Apartment;Private room;2;1.0;85.0;;1;10;0;365;40.0
28.0;Palos de Moguer;Madrid;Spain;Apartment;Private room;2;1.0;;10.0;1;15;0;78;
24.0;Justicia;Madrid;Spain;Apartment;Private room;1;1.0;100.0;5.0;1;22;0;347;84.0
60.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;200.0;;1;0;0;0;
50.0;Opañel;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;1;0;0;32;
249.0;Sol;Madrid;Spain;Apartment;Entire home/apt;10;2.0;200.0;40.0;8;18;0;244;80.0
50.0;Valdeacederas;Madrid;Spain;Loft;Entire home/apt;2;1.0;;20.0;1;8;0;267;95.0
70.0;Prenzlauer Berg Nordwest;Berlin;Germany;Apartment;Entire home/apt;4;1.0;300.0;40.0;1;12;0;43;95.0
86.0;Palacio;Madrid;Spain;Apartment;Private room;4;1.0;;28.0;2;28;0;364;
23.0;Embajadores;Madrid;Spain;Apartment;Private room;1;1.5;;20.0;1;0;0;281;
20.0;Trafalgar;Madrid;Spain;Apartment;Private room;1;1.0;;10.0;1;0;0;16;93.0
45.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;25.0;2;20;0;304;92.0
35.0;Ibiza;Madrid;Spain;House;Private room;2;2.0;;15.0;1;15;0;343;94.0
75.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;30.0;1;0;0;319;87.0
150.0;Mirasierra;Madrid;Spain;House;Private room;3;1.0;;60.0;1;0;0;0;
99.0;Casa de Campo;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;20.0;1;0;0;361;100.0
65.0;Ciudad Jardín;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;27.0;2;15;0;72;
18.0;Casa de Campo;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;0;100.0
35.0;Universidad;Madrid;Spain;Apartment;Private room;1;1.0;100.0;10.0;1;0;0;267;100.0
60.0;Berruguete;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;30.0;2;10;0;128;97.0
59.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;;2;10;0;265;88.0
144.0;Dublin City;Dublin;Ireland;Apartment;Entire home/apt;5;2.0;;30.0;4;15;0;295;89.0
16.0;Numancia;Madrid;Spain;Apartment;Private room;2;1.0;;;1;8;0;334;91.0
500.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;200.0;1;250;0;331;83.0
50.0;Argüelles;Madrid;Spain;Apartment;Entire home/apt;3;1.5;;;1;0;0;23;89.0
20.0;Gaztambide;Madrid;Spain;Apartment;Private room;2;1.0;100.0;5.0;1;0;0;0;90.0
30.0;Justicia;Madrid;Spain;Apartment;Private room;2;1.5;100.0;;1;10;0;0;
22.0;Puerta del Angel;Madrid;Spain;Apartment;Private room;1;1.0;100.0;10.0;1;0;0;365;73.0
22.0;Embajadores;Madrid;Spain;Apartment;Private room;3;1.0;;6.0;2;5;0;15;90.0
50.0;Sol;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;10.0;2;10;0;288;83.0
60.0;Argüelles;Madrid;Spain;House;Private room;6;2.0;;;2;25;0;0;
220.0;Palma de Mallorca;Palma;Spain;Apartment;Entire home/apt;6;3.5;600.0;50.0;5;0;0;111;100.0
200.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;10;3.0;200.0;90.0;4;20;0;291;80.0
25.0;Palomeras Bajas;Madrid;Spain;Apartment;Private room;6;1.5;200.0;;2;12;0;195;89.0
500.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;6;2.0;;;4;15;0;355;89.0
140.0;Estrella;Madrid;Spain;Apartment;Entire home/apt;4;2.0;100.0;50.0;1;0;1;316;98.0
41.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;20.0;2;10;0;288;76.0
35.0;Universidad;Madrid;Spain;Apartment;Private room;2;1.0;;10.0;1;25;0;356;92.0
29.0;Argüelles;Madrid;Spain;House;Private room;1;0.0;;;1;0;0;280;
69.0;Sol;Madrid;Spain;House;Entire home/apt;4;1.0;;25.0;1;6;0;279;100.0
26.0;Lista;Madrid;Spain;House;Private room;1;2.0;250.0;8.0;2;15;0;184;
90.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;30.0;2;5;0;3;100.0
27.0;Puerta del Angel;Madrid;Spain;Apartment;Private room;3;1.0;;;2;11;0;3;91.0
50.0;Palacio;Madrid;Spain;Apartment;Private room;2;1.0;;20.0;1;0;0;358;
95.0;Sant Gervasi - Galvany;Barcelona;Spain;Apartment;Entire home/apt;1;1.0;200.0;;1;0;0;90;
57.0;Sol;Madrid;Spain;Apartment;Entire home/apt;5;2.0;100.0;55.0;2;0;0;290;89.0
60.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;300.0;30.0;2;30;0;313;100.0
65.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;6;1.0;200.0;30.0;2;15;0;258;91.0
65.0;Justicia;Madrid;Spain;Other;Private room;2;1.0;;;1;20;0;324;80.0
90.0;Lista;Madrid;Spain;Apartment;Entire home/apt;4;1.0;700.0;15.0;2;10;0;302;88.0
140.0;Goya;Madrid;Spain;Apartment;Entire home/apt;6;3.0;;50.0;2;20;0;39;93.0
38.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;90.0;15.0;1;0;0;260;91.0
259.0;la Dreta de l'Eixample;Barcelona;Spain;Apartment;Entire home/apt;8;2.0;250.0;79.0;2;39;0;291;91.0
45.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;20.0;1;10;0;57;85.0
50.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;20.0;1;0;0;182;87.0
398.0;sterbro;København;Denmark;Apartment;Private room;2;1.0;;;1;0;0;0;
40.0;Almagro;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;328;100.0
15.0;Lucero;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;335;84.0
85.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;15.0;2;10;0;262;95.0
30.0;Valdezarza;Madrid;Spain;House;Private room;2;1.0;;;1;0;0;358;87.0
39.0;Sol;Madrid;Spain;House;Entire home/apt;6;1.0;200.0;30.0;4;20;0;197;94.0
70.0;Recoletos;Madrid;Spain;Apartment;Private room;2;1.0;;20.0;2;30;0;0;100.0
15.0;Casa de Campo;Madrid;Spain;Apartment;Private room;1;1.0;150.0;5.0;1;0;0;104;100.0
28.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;;;1;12;0;351;91.0
50.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;40.0;3;15;0;272;93.0
45.0;Jerónimos;Madrid;Spain;Apartment;Private room;2;2.0;;;1;0;0;342;96.0
22.0;Ciudad Jardín;Madrid;Spain;Apartment;Private room;1;1.0;;5.0;1;5;0;162;93.0
16.0;Pinar del Rey;Madrid;Spain;Apartment;Private room;1;1.0;;;1;10;0;298;80.0
75.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;40.0;2;15;0;339;87.0
25.0;Arapiles;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;0;
79.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;3;1.0;190.0;30.0;2;40;0;77;96.0
38.0;Delicias;Madrid;Spain;Apartment;Private room;2;1.0;;5.0;1;0;0;338;95.0
35.0;San Diego;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;109;95.0
40.0;Bruxelles;Bruxelles;Belgium;Apartment;Private room;2;1.0;;10.0;1;10;0;44;98.0
100.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;150.0;30.0;1;0;0;342;98.0
90.0;Sol;Madrid;Spain;Condominium;Entire home/apt;4;1.0;200.0;30.0;2;15;0;190;95.0
109.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;7;1.0;150.0;60.0;6;0;0;290;98.0
25.0;Palacio;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;188;100.0
100.0;Hollywood Hills West;Los Angeles;United States;House;Private room;3;1.0;;45.0;2;25;1;313;94.0
45.0;Arapiles;Madrid;Spain;Dorm;Private room;2;2.0;;;1;0;0;365;88.0
550.0;Sol;Madrid;Spain;Apartment;Entire home/apt;16;3.0;;;1;0;0;337;82.0
65.0;Mid-Beacon Hill;Seattle;United States;Townhouse;Entire home/apt;2;1.0;150.0;30.0;1;0;0;139;99.0
60.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.5;300.0;20.0;2;25;0;124;88.0
47.0;Universidad;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;353;
300.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;10;2.0;400.0;60.0;6;20;0;117;100.0
75.0;Hostafrancs;Barcelona;Spain;Apartment;Entire home/apt;4;1.0;;;1;0;0;17;100.0
22.0;Opañel;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;133;100.0
70.0;Casa de Campo;Madrid;Spain;Loft;Private room;2;1.5;;10.0;2;0;0;324;93.0
34.0;Delicias;Madrid;Spain;Apartment;Entire home/apt;3;1.0;95.0;20.0;2;10;0;112;88.0
70.0;Buenavista;Madrid;Spain;Apartment;Entire home/apt;3;1.0;250.0;;1;7;1;328;95.0
90.0;Pilar;Madrid;Spain;Apartment;Entire home/apt;8;1.5;150.0;30.0;6;0;0;319;97.0
27.0;Canillas;Madrid;Spain;Apartment;Private room;2;2.0;;;1;28;0;359;95.0
220.0;Pollença;Pollença;Spain;House;Entire home/apt;7;3.0;;;6;25;1;280;
49.0;Sol;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;25.0;1;0;0;252;93.0
15.0;Universidad;Madrid;Spain;Apartment;Shared room;1;1.0;;;1;0;0;343;77.0
25.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;;;1;15;0;351;100.0
85.0;la Dreta de l'Eixample;Barcelona;Spain;Apartment;Entire home/apt;4;1.0;200.0;40.0;2;42;0;276;
36.0;Puerta del Angel;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;15.0;1;0;0;273;87.0
105.0;Argüelles;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;1;0;0;274;94.0
25.0;Comillas;Madrid;Spain;Apartment;Private room;2;1.0;;5.0;1;8;0;67;89.0
37.0;Sol;Madrid;Spain;Apartment;Private room;3;1.0;;10.0;2;10;0;166;96.0
19.0;Prosperidad;Madrid;Spain;Apartment;Private room;1;1.0;;8.0;1;0;0;61;95.0
50.0;Embajadores;Madrid;Spain;Condominium;Entire home/apt;4;1.0;200.0;20.0;2;10;0;19;96.0
16.0;Opañel;Madrid;Spain;Bed & Breakfast;Private room;1;1.0;;10.0;1;0;0;281;
55.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;3;1.0;150.0;;2;10;0;345;90.0
10.0;Vista Alegre;Madrid;Spain;Apartment;Shared room;1;1.5;;5.0;1;10;0;322;92.0
23.0;Ciudad Jardín;Madrid;Spain;Apartment;Private room;2;;117.0;12.0;1;18;0;365;
27.0;Comillas;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;15.0;2;6;0;146;91.0
77.0;Canillas;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;;1;0;0;67;94.0
28.0;Puerta del Angel;Madrid;Spain;Apartment;Private room;1;2.0;;6.0;1;0;0;361;93.0
53.0;Pradolongo;Madrid;Spain;Apartment;Private room;2;1.0;;15.0;1;0;0;357;
120.0;Brentwood;Los Angeles;United States;Apartment;Entire home/apt;2;1.0;;50.0;1;0;0;280;91.0
77.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;15.0;2;0;0;72;98.0
160.0;Recoletos;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;77.0;2;17;0;158;100.0
50.0;Palos de Moguer;Madrid;Spain;Apartment;Private room;2;1.0;;25.0;1;0;0;165;95.0
100.0;Alaró;Alaró;Spain;Apartment;Entire home/apt;5;1.0;;30.0;2;10;0;298;91.0
30.0;Justicia;Madrid;Spain;Apartment;Private room;3;1.0;;5.0;2;15;0;288;88.0
127.0;Almendrales;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;27.0;1;0;0;346;
39.0;Gaztambide;Madrid;Spain;Apartment;Private room;2;1.0;;15.0;1;0;0;309;98.0
50.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;20.0;1;0;0;82;94.0
350.0;Castellana;Madrid;Spain;Apartment;Entire home/apt;7;3.5;450.0;45.0;1;0;0;270;90.0
60.0;Castellana;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;364;93.0
55.0;Arapiles;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;18.0;1;0;0;324;90.0
130.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;1;0;0;279;
25.0;Numancia;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;277;89.0
15.0;Bellas Vistas;Madrid;Spain;Apartment;Private room;1;1.0;90.0;;1;0;0;365;
45.0;Delicias;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;125;100.0
120.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;3;1.0;130.0;30.0;1;0;0;330;94.0
20.0;Puerta del Angel;Madrid;Spain;House;Private room;2;1.0;;15.0;1;10;0;81;
39.0;Universidad;Madrid;Spain;Apartment;Private room;1;2.0;;;1;17;0;174;
114.0;Universidad;Madrid;Spain;House;Private room;1;1.0;;58.0;1;0;0;345;
45.0;Universidad;Madrid;Spain;House;Private room;2;1.0;;10.0;1;15;0;349;100.0
45.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;44;
50.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;1.0;100.0;30.0;1;0;0;281;100.0
42.0;Pinar del Rey;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;269;80.0
130.0;Palos de Moguer;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;;1;0;0;280;87.0
80.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;2;10;0;39;100.0
79.0;Sol;Madrid;Spain;Apartment;Entire home/apt;2;1.0;500.0;40.0;2;0;0;280;98.0
85.0;Concepción;Madrid;Spain;Apartment;Entire home/apt;5;2.0;;;4;0;0;293;92.0
100.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;2.0;200.0;;1;0;0;326;97.0
80.0;Adelfas;Madrid;Spain;Apartment;Private room;4;2.0;150.0;15.0;1;40;1;364;
66.0;Palos de Moguer;Madrid;Spain;Apartment;Entire home/apt;2;1.0;200.0;33.0;2;11;1;317;96.0
105.0;Provençals del Poblenou;Barcelona;Spain;Apartment;Entire home/apt;6;1.0;;;1;0;0;17;
55.0;Universidad;Madrid;Spain;Condominium;Entire home/apt;2;1.0;;20.0;2;20;0;297;97.0
115.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;4;1.0;105.0;20.0;1;0;0;325;96.0
82.0;Leopoldstadt;Wien;Austria;Apartment;Entire home/apt;6;1.0;;39.0;2;10;0;283;86.0
25.0;Puerta del Angel;Madrid;Spain;Apartment;Private room;2;1.0;;;2;12;0;237;93.0
65.0;Gaztambide;Madrid;Spain;Apartment;Entire home/apt;2;1.0;150.0;20.0;1;0;0;30;100.0
41.0;Darebin;Northcote;Australia;Apartment;Private room;1;1.0;135.0;;1;0;0;188;100.0
15.0;San Diego;Madrid;Spain;Apartment;Private room;1;1.0;;;1;10;0;127;83.0
72.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;200.0;33.0;1;0;0;206;76.0
18.0;Justicia;Madrid;Spain;Dorm;Shared room;8;2.0;;;1;18;0;356;84.0
140.0;Embajadores;Madrid;Spain;House;Entire home/apt;4;1.0;;20.0;4;11;0;277;98.0
90.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;30.0;2;15;0;137;97.0
50.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;2;20;0;351;86.0
30.0;Pradolongo;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;181;
50.0;Abrantes;Madrid;Spain;Apartment;Entire home/apt;3;1.0;100.0;15.0;2;5;0;44;100.0
90.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;6;1.0;250.0;40.0;2;25;0;67;99.0
25.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;0;
86.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;45.0;2;18;0;162;96.0
50.0;Arapiles;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;304;
20.0;Universidad;Madrid;Spain;Loft;Private room;2;1.0;;;1;0;0;0;
40.0;Embajadores;Madrid;Spain;Apartment;Private room;1;2.0;150.0;25.0;1;0;0;104;
14.0;Abrantes;Madrid;Spain;Apartment;Private room;2;1.0;;;1;15;0;81;94.0
87.0;Palos de Moguer;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;25.0;2;15;0;0;
161.0;Castellana;Madrid;Spain;Condominium;Entire home/apt;8;2.0;250.0;60.0;1;20;0;141;93.0
22.0;Sol;Madrid;Spain;Bed & Breakfast;Shared room;6;1.0;;;1;22;0;347;91.0
160.0;Sant Pere, Santa Caterina i la Ribera;Barcelona;Spain;Apartment;Entire home/apt;3;1.0;300.0;;1;0;0;0;80.0
19.0;Chopera;Madrid;Spain;House;Private room;1;1.0;;;1;20;0;363;
99.0;Universidad;Madrid;Spain;House;Entire home/apt;4;2.0;100.0;30.0;4;0;0;328;90.0
30.0;Pacífico;Madrid;Spain;Apartment;Shared room;2;1.0;150.0;5.0;1;0;0;129;85.0
86.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;15.0;1;0;0;295;82.0
12.0;Puerta Bonita;Madrid;Spain;Condominium;Shared room;3;2.0;300.0;;1;16;0;358;72.0
48.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;95;100.0
55.0;San Isidro;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;1;0;0;66;
85.0;Palma de Mallorca;Palma de Mallorca;Spain;House;Entire home/apt;4;2.0;100.0;40.0;1;0;1;174;94.0
35.0;Trafalgar;Madrid;Spain;Apartment;Private room;2;1.0;;;1;10;0;66;98.0
42.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;25.0;1;0;0;192;90.0
61.0;Recoletos;Madrid;Spain;Apartment;Entire home/apt;2;1.0;100.0;25.0;1;0;0;319;92.0
69.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;;4;5;0;336;82.0
119.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;7;3.0;200.0;29.0;3;15;0;86;91.0
